climate,obstacle,orientation,heat_SP,cool_SP,load,cvrmse,model
0,1,45,19,24,primary [kWh/m2],0.00452487,xgb100
0,1,45,19,26,heat_load [kWh/m2],1.52319e-05,xgb100
0,1,45,19,26,cool_load [kWh/m2],0.00614562,xgb100
0,1,45,19,26,light_load [kWh/m2],0.00586217,xgb100
0,1,45,19,26,primary [kWh/m2],0.00506498,xgb100
0,1,45,21,24,heat_load [kWh/m2],1.52319e-05,xgb100
0,1,45,21,24,cool_load [kWh/m2],0.00504474,xgb100
0,1,45,21,24,light_load [kWh/m2],0.00612664,xgb100
0,1,45,21,24,primary [kWh/m2],0.00469389,xgb100
0,1,45,21,26,heat_load [kWh/m2],1.52319e-05,xgb100
0,1,45,21,26,cool_load [kWh/m2],0.00582369,xgb100
0,1,45,21,26,light_load [kWh/m2],0.00596278,xgb100
0,1,45,21,26,primary [kWh/m2],0.00497343,xgb100
0,1,-45,19,24,heat_load [kWh/m2],1.52319e-05,xgb100
0,1,-45,19,24,cool_load [kWh/m2],0.00492496,xgb100
0,1,-45,19,24,light_load [kWh/m2],0.00514905,xgb100
0,1,-45,19,24,primary [kWh/m2],0.00416809,xgb100
0,1,-45,19,26,heat_load [kWh/m2],1.52319e-05,xgb100
0,1,-45,19,26,cool_load [kWh/m2],0.00549818,xgb100
0,1,-45,19,26,light_load [kWh/m2],0.00503555,xgb100
0,1,-45,19,26,primary [kWh/m2],0.00474934,xgb100
0,1,-45,21,24,heat_load [kWh/m2],1.52319e-05,xgb100
0,1,-45,21,24,cool_load [kWh/m2],0.00472676,xgb100
0,1,-45,21,24,light_load [kWh/m2],0.00531781,xgb100
0,1,-45,21,24,primary [kWh/m2],0.00413822,xgb100
0,1,-45,21,26,heat_load [kWh/m2],1.52319e-05,xgb100
0,1,-45,21,26,cool_load [kWh/m2],0.00562551,xgb100
0,1,-45,21,26,light_load [kWh/m2],0.00512083,xgb100
0,1,-45,21,26,primary [kWh/m2],0.00464021,xgb100
0,2,0,19,24,heat_load [kWh/m2],1.52319e-05,xgb100
0,2,0,19,24,cool_load [kWh/m2],0.00409425,xgb100
0,2,0,19,24,light_load [kWh/m2],0.0130937,xgb100
0,2,0,19,24,primary [kWh/m2],0.00437709,xgb100
0,2,0,19,26,heat_load [kWh/m2],1.52319e-05,xgb100
0,2,0,19,26,cool_load [kWh/m2],0.0044673,xgb100
0,2,0,19,26,light_load [kWh/m2],0.0130127,xgb100
0,2,0,19,26,primary [kWh/m2],0.00488919,xgb100
0,2,0,21,24,heat_load [kWh/m2],1.52319e-05,xgb100
0,2,0,21,24,cool_load [kWh/m2],0.0042259,xgb100
0,2,0,21,24,light_load [kWh/m2],0.0129608,xgb100
0,2,0,21,24,primary [kWh/m2],0.00425421,xgb100
0,2,0,21,26,heat_load [kWh/m2],1.52319e-05,xgb100
0,2,0,21,26,cool_load [kWh/m2],0.00486177,xgb100
0,2,0,21,26,light_load [kWh/m2],0.0134137,xgb100
0,2,0,21,26,primary [kWh/m2],0.00471285,xgb100
0,2,45,19,24,heat_load [kWh/m2],1.52319e-05,xgb100
0,2,45,19,24,cool_load [kWh/m2],0.00451728,xgb100
0,2,45,19,24,light_load [kWh/m2],0.00854789,xgb100
0,2,45,19,24,primary [kWh/m2],0.00406612,xgb100
0,2,45,19,26,heat_load [kWh/m2],1.52319e-05,xgb100
0,2,45,19,26,cool_load [kWh/m2],0.00520723,xgb100
0,2,45,19,26,light_load [kWh/m2],0.00854728,xgb100
0,2,45,19,26,primary [kWh/m2],0.00457548,xgb100
0,2,45,21,24,heat_load [kWh/m2],1.52319e-05,xgb100
0,2,45,21,24,cool_load [kWh/m2],0.00434444,xgb100
0,2,45,21,24,light_load [kWh/m2],0.00858372,xgb100
0,2,45,21,24,primary [kWh/m2],0.00401955,xgb100
0,2,45,21,26,heat_load [kWh/m2],1.52319e-05,xgb100
0,2,45,21,26,cool_load [kWh/m2],0.00530952,xgb100
0,2,45,21,26,light_load [kWh/m2],0.00849152,xgb100
0,2,45,21,26,primary [kWh/m2],0.0046823,xgb100
0,2,-45,19,24,heat_load [kWh/m2],1.52319e-05,xgb100
0,2,-45,19,24,cool_load [kWh/m2],0.00449936,xgb100
0,2,-45,19,24,light_load [kWh/m2],0.00592015,xgb100
0,2,-45,19,24,primary [kWh/m2],0.00381471,xgb100
0,2,-45,19,26,heat_load [kWh/m2],1.52319e-05,xgb100
0,2,-45,19,26,cool_load [kWh/m2],0.00509736,xgb100
0,2,-45,19,26,light_load [kWh/m2],0.00609527,xgb100
0,2,-45,19,26,primary [kWh/m2],0.00427589,xgb100
0,2,-45,21,24,heat_load [kWh/m2],1.52319e-05,xgb100
0,2,-45,21,24,cool_load [kWh/m2],0.00444288,xgb100
0,2,-45,21,24,light_load [kWh/m2],0.005903,xgb100
0,2,-45,21,24,primary [kWh/m2],0.0037221,xgb100
0,2,-45,21,26,heat_load [kWh/m2],1.52319e-05,xgb100
0,2,-45,21,26,cool_load [kWh/m2],0.00527839,xgb100
0,2,-45,21,26,light_load [kWh/m2],0.00575305,xgb100
0,2,-45,21,26,primary [kWh/m2],0.00448974,xgb100
0,3,0,19,24,heat_load [kWh/m2],1.52319e-05,xgb100
0,3,0,19,24,cool_load [kWh/m2],0.00486965,xgb100
0,3,0,19,24,light_load [kWh/m2],0.00572182,xgb100
0,3,0,19,24,primary [kWh/m2],0.00396429,xgb100
0,3,0,19,26,heat_load [kWh/m2],1.52319e-05,xgb100
0,3,0,19,26,cool_load [kWh/m2],0.00559072,xgb100
0,3,0,19,26,light_load [kWh/m2],0.00653853,xgb100
0,3,0,19,26,primary [kWh/m2],0.00487087,xgb100
0,3,0,21,24,heat_load [kWh/m2],1.52319e-05,xgb100
0,3,0,21,24,cool_load [kWh/m2],0.00460806,xgb100
0,3,0,21,24,light_load [kWh/m2],0.00588296,xgb100
0,3,0,21,24,primary [kWh/m2],0.00400025,xgb100
0,3,0,21,26,heat_load [kWh/m2],1.52319e-05,xgb100
0,3,0,21,26,cool_load [kWh/m2],0.00536463,xgb100
0,3,0,21,26,light_load [kWh/m2],0.00566963,xgb100
0,3,0,21,26,primary [kWh/m2],0.00482145,xgb100
0,3,45,19,24,heat_load [kWh/m2],1.52319e-05,xgb100
0,3,45,19,24,cool_load [kWh/m2],0.00487868,xgb100
0,3,45,19,24,light_load [kWh/m2],0.0057158,xgb100
0,3,45,19,24,primary [kWh/m2],0.00456251,xgb100
0,3,45,19,26,heat_load [kWh/m2],1.52319e-05,xgb100
0,3,45,19,26,cool_load [kWh/m2],0.00577832,xgb100
0,3,45,19,26,light_load [kWh/m2],0.00591519,xgb100
0,3,45,19,26,primary [kWh/m2],0.00494172,xgb100
0,3,45,21,24,heat_load [kWh/m2],1.52319e-05,xgb100
0,3,45,21,24,cool_load [kWh/m2],0.00526736,xgb100
0,3,45,21,24,light_load [kWh/m2],0.005676,xgb100
0,3,45,21,24,primary [kWh/m2],0.00447922,xgb100
0,3,45,21,26,heat_load [kWh/m2],1.52319e-05,xgb100
0,3,45,21,26,cool_load [kWh/m2],0.00604397,xgb100
0,3,45,21,26,light_load [kWh/m2],0.00613564,xgb100
0,3,45,21,26,primary [kWh/m2],0.00490167,xgb100
0,3,-45,19,24,heat_load [kWh/m2],1.52319e-05,xgb100
0,3,-45,19,24,cool_load [kWh/m2],0.00476635,xgb100
0,3,-45,19,24,light_load [kWh/m2],0.00487978,xgb100
0,3,-45,19,24,primary [kWh/m2],0.00406579,xgb100
0,3,-45,19,26,heat_load [kWh/m2],1.52319e-05,xgb100
0,3,-45,19,26,cool_load [kWh/m2],0.00570976,xgb100
0,3,-45,19,26,light_load [kWh/m2],0.00512914,xgb100
0,3,-45,19,26,primary [kWh/m2],0.0045029,xgb100
0,3,-45,21,24,heat_load [kWh/m2],1.52319e-05,xgb100
0,3,-45,21,24,cool_load [kWh/m2],0.00469356,xgb100
0,3,-45,21,24,light_load [kWh/m2],0.00525217,xgb100
0,3,-45,21,24,primary [kWh/m2],0.00410677,xgb100
0,3,-45,21,26,heat_load [kWh/m2],1.52319e-05,xgb100
0,3,-45,21,26,cool_load [kWh/m2],0.00544213,xgb100
0,3,-45,21,26,light_load [kWh/m2],0.00490029,xgb100
0,3,-45,21,26,primary [kWh/m2],0.00473549,xgb100
0,4,0,19,24,heat_load [kWh/m2],1.52319e-05,xgb100
0,4,0,19,24,cool_load [kWh/m2],0.00487894,xgb100
0,4,0,19,24,light_load [kWh/m2],0.00622229,xgb100
0,4,0,19,24,primary [kWh/m2],0.0041254,xgb100
0,4,0,19,26,heat_load [kWh/m2],1.52319e-05,xgb100
0,4,0,19,26,cool_load [kWh/m2],0.00538515,xgb100
0,4,0,19,26,light_load [kWh/m2],0.0060207,xgb100
0,4,0,19,26,primary [kWh/m2],0.00447639,xgb100
0,4,0,21,24,heat_load [kWh/m2],1.52319e-05,xgb100
0,4,0,21,24,cool_load [kWh/m2],0.00485474,xgb100
0,4,0,21,24,light_load [kWh/m2],0.00603447,xgb100
0,4,0,21,24,primary [kWh/m2],0.00402822,xgb100
0,4,0,21,26,heat_load [kWh/m2],1.52319e-05,xgb100
0,4,0,21,26,cool_load [kWh/m2],0.00555064,xgb100
0,4,0,21,26,light_load [kWh/m2],0.00609032,xgb100
0,4,0,21,26,primary [kWh/m2],0.004658,xgb100
0,4,45,19,24,heat_load [kWh/m2],1.52319e-05,xgb100
0,4,45,19,24,cool_load [kWh/m2],0.00501875,xgb100
0,4,45,19,24,light_load [kWh/m2],0.00584011,xgb100
0,4,45,19,24,primary [kWh/m2],0.00447776,xgb100
0,4,45,19,26,heat_load [kWh/m2],1.52319e-05,xgb100
0,4,45,19,26,cool_load [kWh/m2],0.00571773,xgb100
0,4,45,19,26,light_load [kWh/m2],0.0059981,xgb100
0,4,45,19,26,primary [kWh/m2],0.00501565,xgb100
0,4,45,21,24,heat_load [kWh/m2],1.52319e-05,xgb100
0,4,45,21,24,cool_load [kWh/m2],0.00529617,xgb100
0,4,45,21,24,light_load [kWh/m2],0.00627909,xgb100
0,4,45,21,24,primary [kWh/m2],0.00437833,xgb100
0,4,45,21,26,heat_load [kWh/m2],1.52319e-05,xgb100
0,4,45,21,26,cool_load [kWh/m2],0.00582291,xgb100
0,4,45,21,26,light_load [kWh/m2],0.00591527,xgb100
0,4,45,21,26,primary [kWh/m2],0.00506022,xgb100
0,4,-45,19,24,heat_load [kWh/m2],1.52319e-05,xgb100
0,4,-45,19,24,cool_load [kWh/m2],0.00501456,xgb100
0,4,-45,19,24,light_load [kWh/m2],0.00512694,xgb100
0,4,-45,19,24,primary [kWh/m2],0.00408853,xgb100
0,4,-45,19,26,heat_load [kWh/m2],1.52319e-05,xgb100
0,4,-45,19,26,cool_load [kWh/m2],0.00555241,xgb100
0,4,-45,19,26,light_load [kWh/m2],0.00507243,xgb100
0,4,-45,19,26,primary [kWh/m2],0.0049995,xgb100
0,4,-45,21,24,heat_load [kWh/m2],1.52319e-05,xgb100
0,4,-45,21,24,cool_load [kWh/m2],0.00492364,xgb100
0,4,-45,21,24,light_load [kWh/m2],0.00510996,xgb100
0,4,-45,21,24,primary [kWh/m2],0.00434771,xgb100
0,4,-45,21,26,heat_load [kWh/m2],1.52319e-05,xgb100
0,4,-45,21,26,cool_load [kWh/m2],0.00594446,xgb100
0,4,-45,21,26,light_load [kWh/m2],0.00510102,xgb100
0,4,-45,21,26,primary [kWh/m2],0.00511069,xgb100
1,0,0,19,24,heat_load [kWh/m2],1.52319e-05,xgb100
1,0,0,19,24,cool_load [kWh/m2],0.00559789,xgb100
1,0,0,19,24,light_load [kWh/m2],0.00596917,xgb100
1,0,0,19,24,primary [kWh/m2],0.0044851,xgb100
1,0,0,19,26,heat_load [kWh/m2],1.52319e-05,xgb100
1,0,0,19,26,cool_load [kWh/m2],0.00694693,xgb100
1,0,0,19,26,light_load [kWh/m2],0.00592321,xgb100
1,0,0,19,26,primary [kWh/m2],0.00546203,xgb100
1,0,0,21,24,heat_load [kWh/m2],1.52319e-05,xgb100
1,0,0,21,24,cool_load [kWh/m2],0.00536406,xgb100
1,0,0,21,24,light_load [kWh/m2],0.00598734,xgb100
1,0,0,21,24,primary [kWh/m2],0.00445683,xgb100
1,0,0,21,26,heat_load [kWh/m2],1.52319e-05,xgb100
1,0,0,21,26,cool_load [kWh/m2],0.00724831,xgb100
1,0,0,21,26,light_load [kWh/m2],0.00588965,xgb100
1,0,0,21,26,primary [kWh/m2],0.00545976,xgb100
1,0,45,19,24,heat_load [kWh/m2],1.52319e-05,xgb100
1,0,45,19,24,cool_load [kWh/m2],0.00598559,xgb100
1,0,45,19,24,light_load [kWh/m2],0.00637961,xgb100
1,0,45,19,24,primary [kWh/m2],0.00501105,xgb100
1,0,45,19,26,heat_load [kWh/m2],1.52319e-05,xgb100
1,0,45,19,26,cool_load [kWh/m2],0.00828777,xgb100
1,0,45,19,26,light_load [kWh/m2],0.00602052,xgb100
1,0,45,19,26,primary [kWh/m2],0.00605462,xgb100
1,0,45,21,24,heat_load [kWh/m2],1.52319e-05,xgb100
1,0,45,21,24,cool_load [kWh/m2],0.0058948,xgb100
1,0,45,21,24,light_load [kWh/m2],0.00607186,xgb100
1,0,45,21,24,primary [kWh/m2],0.00491821,xgb100
1,0,45,21,26,heat_load [kWh/m2],1.52319e-05,xgb100
1,0,45,21,26,cool_load [kWh/m2],0.00794041,xgb100
1,0,45,21,26,light_load [kWh/m2],0.00600153,xgb100
1,0,45,21,26,primary [kWh/m2],0.00586445,xgb100
1,0,-45,19,24,heat_load [kWh/m2],1.52319e-05,xgb100
1,0,-45,19,24,cool_load [kWh/m2],0.0055814,xgb100
1,0,-45,19,24,light_load [kWh/m2],0.00477044,xgb100
1,0,-45,19,24,primary [kWh/m2],0.00473061,xgb100
1,0,-45,19,26,heat_load [kWh/m2],1.52319e-05,xgb100
1,0,-45,19,26,cool_load [kWh/m2],0.00690957,xgb100
1,0,-45,19,26,light_load [kWh/m2],0.0046657,xgb100
1,0,-45,19,26,primary [kWh/m2],0.0053204,xgb100
1,0,-45,21,24,heat_load [kWh/m2],1.52319e-05,xgb100
1,0,-45,21,24,cool_load [kWh/m2],0.00618354,xgb100
1,0,-45,21,24,light_load [kWh/m2],0.00463359,xgb100
1,0,-45,21,24,primary [kWh/m2],0.00473743,xgb100
1,0,-45,21,26,heat_load [kWh/m2],1.52319e-05,xgb100
1,0,-45,21,26,cool_load [kWh/m2],0.00753074,xgb100
1,0,-45,21,26,light_load [kWh/m2],0.00503751,xgb100
1,0,-45,21,26,primary [kWh/m2],0.00571905,xgb100
1,1,0,19,24,heat_load [kWh/m2],1.52319e-05,xgb100
1,1,0,19,24,cool_load [kWh/m2],0.005649,xgb100
1,1,0,19,24,light_load [kWh/m2],0.00666749,xgb100
1,1,0,19,24,primary [kWh/m2],0.00474589,xgb100
1,1,0,19,26,heat_load [kWh/m2],1.52319e-05,xgb100
1,1,0,19,26,cool_load [kWh/m2],0.00703539,xgb100
1,1,0,19,26,light_load [kWh/m2],0.00644733,xgb100
1,1,0,19,26,primary [kWh/m2],0.00556773,xgb100
1,1,0,21,24,heat_load [kWh/m2],1.52319e-05,xgb100
1,1,0,21,24,cool_load [kWh/m2],0.00573018,xgb100
1,1,0,21,24,light_load [kWh/m2],0.00647812,xgb100
1,1,0,21,24,primary [kWh/m2],0.00454646,xgb100
1,1,0,21,26,heat_load [kWh/m2],1.52319e-05,xgb100
1,1,0,21,26,cool_load [kWh/m2],0.00723379,xgb100
1,1,0,21,26,light_load [kWh/m2],0.00673668,xgb100
1,1,0,21,26,primary [kWh/m2],0.0057134,xgb100
1,1,45,19,24,heat_load [kWh/m2],1.52319e-05,xgb100
1,1,45,19,24,cool_load [kWh/m2],0.00649344,xgb100
1,1,45,19,24,light_load [kWh/m2],0.00633565,xgb100
1,1,45,19,24,primary [kWh/m2],0.00500305,xgb100
1,1,45,19,26,heat_load [kWh/m2],1.52319e-05,xgb100
1,1,45,19,26,cool_load [kWh/m2],0.00815753,xgb100
1,1,45,19,26,light_load [kWh/m2],0.00619392,xgb100
1,1,45,19,26,primary [kWh/m2],0.00651404,xgb100
1,1,45,21,24,heat_load [kWh/m2],1.52319e-05,xgb100
1,1,45,21,24,cool_load [kWh/m2],0.00646902,xgb100
1,1,45,21,24,light_load [kWh/m2],0.00649302,xgb100
1,1,45,21,24,primary [kWh/m2],0.00516782,xgb100
1,1,45,21,26,heat_load [kWh/m2],1.52319e-05,xgb100
1,1,45,21,26,cool_load [kWh/m2],0.00882795,xgb100
1,1,45,21,26,light_load [kWh/m2],0.00627025,xgb100
1,1,45,21,26,primary [kWh/m2],0.00659151,xgb100
1,1,-45,19,24,heat_load [kWh/m2],1.52319e-05,xgb100
1,1,-45,19,24,cool_load [kWh/m2],0.00602382,xgb100
1,1,-45,19,24,light_load [kWh/m2],0.00521522,xgb100
1,1,-45,19,24,primary [kWh/m2],0.00460626,xgb100
1,1,-45,19,26,heat_load [kWh/m2],1.52319e-05,xgb100
1,1,-45,19,26,cool_load [kWh/m2],0.00763708,xgb100
1,1,-45,19,26,light_load [kWh/m2],0.00515699,xgb100
1,1,-45,19,26,primary [kWh/m2],0.00559711,xgb100
1,1,-45,21,24,heat_load [kWh/m2],1.52319e-05,xgb100
1,1,-45,21,24,cool_load [kWh/m2],0.00570189,xgb100
1,1,-45,21,24,light_load [kWh/m2],0.00511008,xgb100
1,1,-45,21,24,primary [kWh/m2],0.00479444,xgb100
1,1,-45,21,26,heat_load [kWh/m2],1.52319e-05,xgb100
1,1,-45,21,26,cool_load [kWh/m2],0.00736912,xgb100
1,1,-45,21,26,light_load [kWh/m2],0.00538859,xgb100
1,1,-45,21,26,primary [kWh/m2],0.00550502,xgb100
1,2,0,19,24,heat_load [kWh/m2],1.52319e-05,xgb100
1,2,0,19,24,cool_load [kWh/m2],0.00522987,xgb100
1,2,0,19,24,light_load [kWh/m2],0.0134159,xgb100
1,2,0,19,24,primary [kWh/m2],0.00498778,xgb100
1,2,0,19,26,heat_load [kWh/m2],1.52319e-05,xgb100
1,2,0,19,26,cool_load [kWh/m2],0.00636424,xgb100
1,2,0,19,26,light_load [kWh/m2],0.0129595,xgb100
1,2,0,19,26,primary [kWh/m2],0.00616428,xgb100
1,2,0,21,24,heat_load [kWh/m2],1.52319e-05,xgb100
1,2,0,21,24,cool_load [kWh/m2],0.00544451,xgb100
1,2,0,21,24,light_load [kWh/m2],0.0128296,xgb100
1,2,0,21,24,primary [kWh/m2],0.00499824,xgb100
1,2,0,21,26,heat_load [kWh/m2],1.52319e-05,xgb100
1,2,0,21,26,cool_load [kWh/m2],0.00647046,xgb100
1,2,0,21,26,light_load [kWh/m2],0.0131759,xgb100
1,2,0,21,26,primary [kWh/m2],0.00626555,xgb100
1,2,45,19,24,heat_load [kWh/m2],1.52319e-05,xgb100
1,2,45,19,24,cool_load [kWh/m2],0.00598007,xgb100
1,2,45,19,24,light_load [kWh/m2],0.0101944,xgb100
1,2,45,19,24,primary [kWh/m2],0.005255,xgb100
1,2,45,19,26,heat_load [kWh/m2],1.52319e-05,xgb100
1,2,45,19,26,cool_load [kWh/m2],0.00752467,xgb100
1,2,45,19,26,light_load [kWh/m2],0.0106552,xgb100
1,2,45,19,26,primary [kWh/m2],0.00669801,xgb100
1,2,45,21,24,heat_load [kWh/m2],1.52319e-05,xgb100
1,2,45,21,24,cool_load [kWh/m2],0.00568122,xgb100
1,2,45,21,24,light_load [kWh/m2],0.0102137,xgb100
1,2,45,21,24,primary [kWh/m2],0.00535441,xgb100
1,2,45,21,26,heat_load [kWh/m2],1.52319e-05,xgb100
1,2,45,21,26,cool_load [kWh/m2],0.00768857,xgb100
1,2,45,21,26,light_load [kWh/m2],0.0105375,xgb100
1,2,45,21,26,primary [kWh/m2],0.00673289,xgb100
1,2,-45,19,24,heat_load [kWh/m2],1.52319e-05,xgb100
1,2,-45,19,24,cool_load [kWh/m2],0.00574604,xgb100
1,2,-45,19,24,light_load [kWh/m2],0.00575202,xgb100
1,2,-45,19,24,primary [kWh/m2],0.00481028,xgb100
1,2,-45,19,26,heat_load [kWh/m2],1.52319e-05,xgb100
1,2,-45,19,26,cool_load [kWh/m2],0.00706592,xgb100
1,2,-45,19,26,light_load [kWh/m2],0.00585533,xgb100
1,2,-45,19,26,primary [kWh/m2],0.00559028,xgb100
1,2,-45,21,24,heat_load [kWh/m2],1.52319e-05,xgb100
1,2,-45,21,24,cool_load [kWh/m2],0.00568686,xgb100
1,2,-45,21,24,light_load [kWh/m2],0.0056996,xgb100
1,2,-45,21,24,primary [kWh/m2],0.00466045,xgb100
1,2,-45,21,26,heat_load [kWh/m2],1.52319e-05,xgb100
1,2,-45,21,26,cool_load [kWh/m2],0.00646055,xgb100
1,2,-45,21,26,light_load [kWh/m2],0.00565927,xgb100
1,2,-45,21,26,primary [kWh/m2],0.00510677,xgb100
1,3,0,19,24,heat_load [kWh/m2],1.52319e-05,xgb100
1,3,0,19,24,cool_load [kWh/m2],0.00540052,xgb100
1,3,0,19,24,light_load [kWh/m2],0.00623661,xgb100
1,3,0,19,24,primary [kWh/m2],0.00440714,xgb100
1,3,0,19,26,heat_load [kWh/m2],1.52319e-05,xgb100
1,3,0,19,26,cool_load [kWh/m2],0.00759271,xgb100
1,3,0,19,26,light_load [kWh/m2],0.00585401,xgb100
1,3,0,19,26,primary [kWh/m2],0.00537695,xgb100
1,3,0,21,24,heat_load [kWh/m2],1.52319e-05,xgb100
1,3,0,21,24,cool_load [kWh/m2],0.00553045,xgb100
1,3,0,21,24,light_load [kWh/m2],0.00606108,xgb100
1,3,0,21,24,primary [kWh/m2],0.004466,xgb100
1,3,0,21,26,heat_load [kWh/m2],1.52319e-05,xgb100
1,3,0,21,26,cool_load [kWh/m2],0.00734717,xgb100
1,3,0,21,26,light_load [kWh/m2],0.00621576,xgb100
1,3,0,21,26,primary [kWh/m2],0.00532355,xgb100
1,3,45,19,24,heat_load [kWh/m2],1.52319e-05,xgb100
1,3,45,19,24,cool_load [kWh/m2],0.00609281,xgb100
1,3,45,19,24,light_load [kWh/m2],0.00633872,xgb100
1,3,45,19,24,primary [kWh/m2],0.0050466,xgb100
1,3,45,19,26,heat_load [kWh/m2],1.52319e-05,xgb100
1,3,45,19,26,cool_load [kWh/m2],0.00756575,xgb100
1,3,45,19,26,light_load [kWh/m2],0.00623851,xgb100
1,3,45,19,26,primary [kWh/m2],0.00614747,xgb100
1,3,45,21,24,heat_load [kWh/m2],1.52319e-05,xgb100
1,3,45,21,24,cool_load [kWh/m2],0.00628177,xgb100
1,3,45,21,24,light_load [kWh/m2],0.00602211,xgb100
1,3,45,21,24,primary [kWh/m2],0.0050048,xgb100
1,3,45,21,26,heat_load [kWh/m2],1.52319e-05,xgb100
1,3,45,21,26,cool_load [kWh/m2],0.00768055,xgb100
1,3,45,21,26,light_load [kWh/m2],0.00606392,xgb100
1,3,45,21,26,primary [kWh/m2],0.00582609,xgb100
1,3,-45,19,24,heat_load [kWh/m2],1.52319e-05,xgb100
1,3,-45,19,24,cool_load [kWh/m2],0.00571691,xgb100
1,3,-45,19,24,light_load [kWh/m2],0.00487857,xgb100
1,3,-45,19,24,primary [kWh/m2],0.00467349,xgb100
1,3,-45,19,26,heat_load [kWh/m2],1.52319e-05,xgb100
1,3,-45,19,26,cool_load [kWh/m2],0.00696417,xgb100
1,3,-45,19,26,light_load [kWh/m2],0.00486778,xgb100
1,3,-45,19,26,primary [kWh/m2],0.0053834,xgb100
1,3,-45,21,24,heat_load [kWh/m2],1.52319e-05,xgb100
1,3,-45,21,24,cool_load [kWh/m2],0.00562883,xgb100
1,3,-45,21,24,light_load [kWh/m2],0.00485356,xgb100
1,3,-45,21,24,primary [kWh/m2],0.00478585,xgb100
1,3,-45,21,26,heat_load [kWh/m2],1.52319e-05,xgb100
1,3,-45,21,26,cool_load [kWh/m2],0.00691615,xgb100
1,3,-45,21,26,light_load [kWh/m2],0.00495294,xgb100
1,3,-45,21,26,primary [kWh/m2],0.00564585,xgb100
1,4,0,19,24,heat_load [kWh/m2],1.52319e-05,xgb100
1,4,0,19,24,cool_load [kWh/m2],0.00564624,xgb100
1,4,0,19,24,light_load [kWh/m2],0.006189,xgb100
1,4,0,19,24,primary [kWh/m2],0.00452104,xgb100
1,4,0,19,26,heat_load [kWh/m2],1.52319e-05,xgb100
1,4,0,19,26,cool_load [kWh/m2],0.00785528,xgb100
1,4,0,19,26,light_load [kWh/m2],0.00615557,xgb100
1,4,0,19,26,primary [kWh/m2],0.00590884,xgb100
1,4,0,21,24,heat_load [kWh/m2],1.52319e-05,xgb100
1,4,0,21,24,cool_load [kWh/m2],0.00573713,xgb100
1,4,0,21,24,light_load [kWh/m2],0.00591433,xgb100
1,4,0,21,24,primary [kWh/m2],0.00448433,xgb100
1,4,0,21,26,heat_load [kWh/m2],1.52319e-05,xgb100
1,4,0,21,26,cool_load [kWh/m2],0.00768748,xgb100
1,4,0,21,26,light_load [kWh/m2],0.00626363,xgb100
1,4,0,21,26,primary [kWh/m2],0.00559849,xgb100
1,4,45,19,24,heat_load [kWh/m2],1.52319e-05,xgb100
1,4,45,19,24,cool_load [kWh/m2],0.00628119,xgb100
1,4,45,19,24,light_load [kWh/m2],0.00613394,xgb100
1,4,45,19,24,primary [kWh/m2],0.00519208,xgb100
1,4,45,19,26,heat_load [kWh/m2],1.52319e-05,xgb100
1,4,45,19,26,cool_load [kWh/m2],0.00819498,xgb100
1,4,45,19,26,light_load [kWh/m2],0.00621903,xgb100
1,4,45,19,26,primary [kWh/m2],0.0060941,xgb100
1,4,45,21,24,heat_load [kWh/m2],1.52319e-05,xgb100
1,4,45,21,24,cool_load [kWh/m2],0.00624133,xgb100
1,4,45,21,24,light_load [kWh/m2],0.00607687,xgb100
1,4,45,21,24,primary [kWh/m2],0.00522579,xgb100
1,4,45,21,26,heat_load [kWh/m2],1.52319e-05,xgb100
1,4,45,21,26,cool_load [kWh/m2],0.00824971,xgb100
1,4,45,21,26,light_load [kWh/m2],0.0064849,xgb100
1,4,45,21,26,primary [kWh/m2],0.00637832,xgb100
1,4,-45,19,24,heat_load [kWh/m2],1.52319e-05,xgb100
1,4,-45,19,24,cool_load [kWh/m2],0.00595806,xgb100
1,4,-45,19,24,light_load [kWh/m2],0.00479318,xgb100
1,4,-45,19,24,primary [kWh/m2],0.00465306,xgb100
1,4,-45,19,26,heat_load [kWh/m2],1.52319e-05,xgb100
1,4,-45,19,26,cool_load [kWh/m2],0.00714485,xgb100
1,4,-45,19,26,light_load [kWh/m2],0.00505696,xgb100
1,4,-45,19,26,primary [kWh/m2],0.00580252,xgb100
1,4,-45,21,24,heat_load [kWh/m2],1.52319e-05,xgb100
1,4,-45,21,24,cool_load [kWh/m2],0.00572076,xgb100
1,4,-45,21,24,light_load [kWh/m2],0.00504319,xgb100
1,4,-45,21,24,primary [kWh/m2],0.00477653,xgb100
1,4,-45,21,26,heat_load [kWh/m2],1.52319e-05,xgb100
1,4,-45,21,26,cool_load [kWh/m2],0.0070729,xgb100
1,4,-45,21,26,light_load [kWh/m2],0.00477866,xgb100
1,4,-45,21,26,primary [kWh/m2],0.00574489,xgb100
2,0,0,19,24,heat_load [kWh/m2],0.024928,xgb100
2,0,0,19,24,cool_load [kWh/m2],0.010006,xgb100
2,0,0,19,24,light_load [kWh/m2],0.00407873,xgb100
2,0,0,19,24,primary [kWh/m2],0.00572529,xgb100
2,0,0,19,26,heat_load [kWh/m2],0.031641,xgb100
2,0,0,19,26,cool_load [kWh/m2],0.0106081,xgb100
2,0,0,19,26,light_load [kWh/m2],0.00397522,xgb100
2,0,0,19,26,primary [kWh/m2],0.00572596,xgb100
2,0,0,21,24,heat_load [kWh/m2],0.0145888,xgb100
